number,detailed_number,name,form_name,form_category,category,type_1,type_2,hgt_ft,hgt_m,wgt_lbs,wgt_kg,bmi,gen,hp,attack,defense,sp_atk,sp_def,speed,total,evolves_to,evo_family,stage
555,555.3,Darmanitan,Galarian Zen Mode,Regional,,Ice,Fire,5.583,1.7,264.6,120,41.5,8,105,160,55,30,55,135,540,,554.1,
556,556,Maractus,,,,Grass,,3.25,1,61.7,28,28,5,75,86,67,106,67,60,461,,,
557,557,Dwebble,,,,Bug,Rock,1,0.3,32,14.5,161.1,5,50,65,85,35,35,55,325,558,557,
558,558,Crustle,,,,Bug,Rock,4.583,1.4,440.9,200,102,5,70,105,125,65,75,45,485,,557,
559,559,Scraggy,,,,Dark,Fighting,2,0.6,26,11.8,32.8,5,50,75,70,35,70,48,348,560,559,
560,560,Scrafty,,,,Dark,Fighting,3.583,1.1,66.1,30,24.8,5,65,90,115,45,115,58,488,,559,
561,561,Sigilyph,,,,Psychic,Flying,4.583,1.4,30.9,14,7.1,5,72,58,80,103,80,97,490,,,
562,562,Yamask,,,,Ghost,,1.667,0.5,3.3,1.5,6,5,38,30,85,55,65,30,303,563,562,
562,562.1,Yamask,Galarian Yamask,Regional,,Ground,Ghost,1.667,0.5,3.3,1.5,6,8,38,55,85,30,65,30,303,867,562.1,
563,563,Cofagrigus,,,,Ghost,,5.583,1.7,168.7,76.5,26.5,5,58,50,145,95,105,30,483,,562,
564,564,Tirtouga,,,,Water,Rock,2.333,0.7,36.4,16.5,33.7,5,54,78,103,53,45,22,355,565,564,
565,565,Carracosta,,,,Water,Rock,3.917,1.2,178.6,81,56.3,5,74,108,133,83,65,32,495,,564,
566,566,Archen,,,,Rock,Flying,1.667,0.5,20.9,9.5,38,5,55,112,45,74,45,70,401,567,566,
567,567,Archeops,,,,Rock,Flying,4.583,1.4,70.5,32,16.3,5,75,140,65,112,65,110,567,,566,
568,568,Trubbish,,,,Poison,,2,0.6,68.3,31,86.1,5,50,50,62,40,62,65,329,569,568,
569,569,Garbodor,,,,Poison,,6.25,1.9,236.6,107.3,29.7,5,80,95,82,60,82,75,474,,568,
570,570,Zorua,,,,Dark,,2.333,0.7,27.6,12.5,25.5,5,40,65,40,80,40,65,330,571,570,
570,570.1,Zorua,Hisuian Zorua,Regional,,Normal,Ghost,2.333,0.7,27.6,12.5,25.5,8,35,60,40,85,40,70,330,571.1,570.1,
571,571,Zoroark,,,,Dark,,5.25,1.6,178.8,81.1,31.7,5,60,105,60,120,60,105,510,,570,
571,571.1,Zoroark,Hisuian Zoroark,Regional,,Normal,Ghost,5.25,1.6,160.9,73,28.5,8,55,100,60,125,60,110,510,,570.1,
572,572,Minccino,,,,Normal,,1.333,0.4,12.8,5.8,36.3,5,55,50,40,40,40,75,300,573,572,
573,573,Cinccino,,,,Normal,,1.667,0.5,16.5,7.5,30,5,75,95,60,65,60,115,470,,572,
574,574,Gothita,,,,Psychic,,1.333,0.4,12.8,5.8,36.3,5,45,30,50,55,65,45,290,575,574,
575,575,Gothorita,,,,Psychic,,2.333,0.7,39.7,18,36.7,5,60,45,70,75,85,55,390,576,574,
576,576,Gothitelle,,,,Psychic,,4.917,1.5,97,44,19.6,5,70,55,95,95,110,65,490,,574,
577,577,Solosis,,,,Psychic,,1,0.3,2.2,1,11.1,5,45,30,40,105,50,20,290,578,577,
578,578,Duosion,,,,Psychic,,2,0.6,17.6,8,22.2,5,65,40,50,125,60,30,370,579,577,
579,579,Reuniclus,,,,Psychic,,3.25,1,44.3,20.1,20.1,5,110,65,75,125,85,30,490,,577,
580,580,Ducklett,,,,Water,Flying,1.667,0.5,12.1,5.5,22,5,62,44,50,44,50,55,305,581,580,
581,581,Swanna,,,,Water,Flying,4.25,1.3,53.4,24.2,14.3,5,75,87,63,87,63,98,473,,580,
582,582,Vanillite,,,,Ice,,1.333,0.4,12.6,5.7,35.6,5,36,50,50,65,60,44,305,583,582,
583,583,Vanillish,,,,Ice,,3.583,1.1,90.4,41,33.9,5,51,65,65,80,75,59,395,584,582,
584,584,Vanilluxe,,,,Ice,,4.25,1.3,126.8,57.5,34,5,71,95,85,110,95,79,535,,582,
585,585,Deerling,,,,Normal,Grass,2,0.6,43,19.5,54.2,5,60,60,50,40,50,75,335,586,585,
586,586,Sawsbuck,,,,Normal,Grass,6.25,1.9,203.9,92.5,25.6,5,80,100,70,60,70,95,475,,585,
587,587,Emolga,,,,Electric,Flying,1.333,0.4,11,5,31.3,5,55,75,60,75,60,103,428,,,
588,588,Karrablast,,,,Bug,,1.667,0.5,13,5.9,23.6,5,50,75,45,40,45,60,315,589,588,
589,589,Escavalier,,,,Bug,Steel,3.25,1,72.8,33,33,5,70,135,105,60,105,20,495,,588,
590,590,Foongus,,,,Grass,Poison,0.667,0.2,2.2,1,25,5,69,55,45,55,55,15,294,591,590,
591,591,Amoonguss,,,,Grass,Poison,2,0.6,23.1,10.5,29.2,5,114,85,70,85,80,30,464,,590,
592,592,Frillish,,,,Water,Ghost,3.917,1.2,72.8,33,22.9,5,55,40,50,65,85,40,335,593,592,
593,593,Jellicent,,,,Water,Ghost,7.25,2.2,297.6,135,27.9,5,100,60,70,85,105,60,480,,592,
594,594,Alomomola,,,,Water,,3.917,1.2,69.7,31.6,21.9,5,165,75,80,40,45,65,470,,,
595,595,Joltik,,,,Bug,Electric,0.333,0.1,1.3,0.6,60,5,50,47,50,57,50,65,319,596,595,
596,596,Galvantula,,,,Bug,Electric,2.583,0.8,31.5,14.3,22.3,5,70,77,60,97,60,108,472,,595,
597,597,Ferroseed,,,,Grass,Steel,2,0.6,41.4,18.8,52.2,5,44,50,91,24,86,10,305,598,597,
598,598,Ferrothorn,,,,Grass,Steel,3.25,1,242.5,110,110,5,74,94,131,54,116,20,489,,597,
599,599,Klink,,,,Steel,,1,0.3,46.3,21,233.3,5,40,55,70,45,60,30,300,600,599,
600,600,Klang,,,,Steel,,2,0.6,112.4,51,141.7,5,60,80,95,70,85,50,440,601,599,
601,601,Klinklang,,,,Steel,,2,0.6,178.6,81,225,5,60,100,115,70,85,90,520,,599,
602,602,Tynamo,,,,Electric,,0.667,0.2,0.7,0.3,7.5,5,35,55,40,45,40,60,275,603,602,
603,603,Eelektrik,,,,Electric,,3.917,1.2,48.5,22,15.3,5,65,85,70,75,70,40,405,604,602,
604,604,Eelektross,,,,Electric,,6.917,2.1,177.5,80.5,18.3,5,85,115,80,105,80,50,515,,602,
605,605,Elgyem,,,,Psychic,,1.667,0.5,19.8,9,36,5,55,55,55,85,55,30,335,606,605,
606,606,Beheeyem,,,,Psychic,,3.25,1,76.1,34.5,34.5,5,75,75,75,125,95,40,485,,605,
607,607,Litwick,,,,Ghost,Fire,1,0.3,6.8,3.1,34.4,5,50,30,55,65,55,20,275,608,607,
608,608,Lampent,,,,Ghost,Fire,2,0.6,28.7,13,36.1,5,60,40,60,95,60,55,370,609,607,
609,609,Chandelure,,,,Ghost,Fire,3.25,1,75.6,34.3,34.3,5,60,55,90,145,90,80,520,,607,
610,610,Axew,,,,Dragon,,2,0.6,39.7,18,50,5,46,87,60,30,40,57,320,611,610,
611,611,Fraxure,,,,Dragon,,3.25,1,79.4,36,36,5,66,117,70,40,50,67,410,612,610,
612,612,Haxorus,,,,Dragon,,5.917,1.8,232.6,105.5,32.6,5,76,147,90,60,70,97,540,,610,
613,613,Cubchoo,,,,Ice,,1.667,0.5,18.7,8.5,34,5,55,70,40,60,40,40,305,614,613,
614,614,Beartic,,,,Ice,,8.5,2.6,573.2,260,38.5,5,95,130,80,70,80,50,505,,613,
615,615,Cryogonal,,,,Ice,,3.583,1.1,326.3,148,122.3,5,80,50,50,95,135,105,515,,,
616,616,Shelmet,,,,Bug,,1.333,0.4,17,7.7,48.1,5,50,40,85,40,65,25,305,617,616,
617,617,Accelgor,,,,Bug,,2.583,0.8,55.8,25.3,39.5,5,80,70,40,100,60,145,495,,616,
618,618,Stunfisk,,,,Ground,Electric,2.333,0.7,24.3,11,22.4,5,109,66,84,81,99,32,471,,,
618,618.1,Stunfisk,Galarian Stunfisk,Regional,,Ground,Steel,2.333,0.7,45.2,20.5,41.8,8,109,81,99,66,84,32,471,,,
619,619,Mienfoo,,,,Fighting,,2.917,0.9,44.1,20,24.7,5,45,85,50,55,50,65,350,620,619,
620,620,Mienshao,,,,Fighting,,4.583,1.4,78.3,35.5,18.1,5,65,125,60,95,60,105,510,,619,
621,621,Druddigon,,,,Dragon,,5.25,1.6,306.4,139,54.3,5,77,120,90,60,90,48,485,,,
622,622,Golett,,,,Ground,Ghost,3.25,1,202.8,92,92,5,59,74,50,35,50,35,303,623,622,
623,623,Golurk,,,,Ground,Ghost,9.167,2.8,727.5,330,42.1,5,89,124,80,55,80,55,483,,622,
624,624,Pawniard,,,,Dark,Steel,1.667,0.5,22.5,10.2,40.8,5,45,85,70,40,40,60,340,625,624,
625,625,Bisharp,,,,Dark,Steel,5.25,1.6,154.3,70,27.3,5,65,125,100,60,70,70,490,983,624,
626,626,Bouffalant,,,,Normal,,5.25,1.6,208.6,94.6,37,5,95,110,95,40,95,55,490,,,
627,627,Rufflet,,,,Normal,Flying,1.667,0.5,23.1,10.5,42,5,70,83,50,37,50,60,350,"628,628.1",627,
628,628,Braviary,,,,Normal,Flying,4.917,1.5,90.4,41,18.2,5,100,123,75,57,75,80,510,,627,
628,628.1,Braviary,Hisuian Braviary,Regional,,Psychic,Flying,5.583,1.7,95.7,43.4,15,8,110,83,70,112,70,65,510,,627,
629,629,Vullaby,,,,Dark,Flying,1.667,0.5,19.8,9,36,5,70,55,75,45,65,60,370,630,629,
630,630,Mandibuzz,,,,Dark,Flying,3.917,1.2,87.1,39.5,27.4,5,110,65,105,55,95,80,510,,629,
631,631,Heatmor,,,,Fire,,4.583,1.4,127.9,58,29.6,5,85,97,66,105,66,65,484,,,
632,632,Durant,,,,Bug,Steel,1,0.3,72.8,33,366.7,5,58,109,112,48,48,109,484,,,
633,633,Deino,,,Pseudolegendary,Dark,Dragon,2.583,0.8,38.1,17.3,27,5,52,65,50,45,50,38,300,634,633,
634,634,Zweilous,,,Pseudolegendary,Dark,Dragon,4.583,1.4,110.2,50,25.5,5,72,85,70,65,70,58,420,635,633,
635,635,Hydreigon,,,Pseudolegendary,Dark,Dragon,5.917,1.8,352.7,160,49.4,5,92,105,90,125,90,98,600,,633,
636,636,Larvesta,,,,Bug,Fire,3.583,1.1,63.5,28.8,23.8,5,55,85,55,50,55,60,360,637,636,
637,637,Volcarona,,,,Bug,Fire,5.25,1.6,101.4,46,18,5,85,60,65,135,105,100,550,,636,
638,638,Cobalion,,,Sublegendary,Steel,Fighting,6.917,2.1,551.2,250,56.7,5,91,90,129,90,72,108,580,,,
639,639,Terrakion,,,Sublegendary,Rock,Fighting,6.25,1.9,573.2,260,72,5,91,129,90,72,90,108,580,,,
640,640,Virizion,,,Sublegendary,Grass,Fighting,6.583,2,440.9,200,50,5,91,90,72,90,129,108,580,,,
641,641,Tornadus,,,Sublegendary,Flying,,4.917,1.5,138.9,63,28,5,79,115,70,125,80,111,580,,,
641,641.1,Tornadus,Therian Forme,Alternate,Sublegendary,Flying,,4.583,1.4,138.9,63,32.1,5,79,100,80,110,90,121,580,,,
642,642,Thundurus,,,Sublegendary,Electric,Flying,4.917,1.5,134.5,61,27.1,5,79,115,70,125,80,111,580,,,
642,642.1,Thundurus,Therian Forme,Alternate,Sublegendary,Electric,Flying,9.833,3,134.5,61,6.8,5,79,105,70,145,80,101,580,,,
643,643,Reshiram,,,Legendary,Dragon,Fire,10.5,3.2,727.5,330,32.2,5,100,120,100,150,120,90,680,,,
644,644,Zekrom,,,Legendary,Dragon,Electric,9.5,2.9,760.6,345,41,5,100,150,120,120,100,90,680,,,
645,645,Landorus,,,Sublegendary,Ground,Flying,4.917,1.5,149.9,68,30.2,5,89,125,90,115,80,101,600,,,
645,645.1,Landorus,Therian Forme,Alternate,Sublegendary,Ground,Flying,4.25,1.3,149.9,68,40.2,5,89,145,90,105,80,91,600,,,
646,646,Kyurem,,,Legendary,Dragon,Ice,9.833,3,716.5,325,36.1,5,125,130,90,130,90,95,660,,,
646,646.1,Kyurem,White Kyurem,Alternate,Legendary,Dragon,Ice,11.833,3.6,716.5,325,25.1,5,125,120,90,170,100,95,700,,,
646,646.2,Kyurem,Black Kyurem,Alternate,Legendary,Dragon,Ice,10.833,3.3,716.5,325,29.8,5,125,170,100,120,90,95,700,,,
647,647,Keldeo,,,Mythical,Water,Fighting,4.583,1.4,106.9,48.5,24.7,5,91,72,90,129,90,108,580,,,
647,647.1,Keldeo,Resolute Form,Alternate,Mythical,Water,Fighting,4.583,1.4,106.9,48.5,24.7,5,91,72,90,129,90,108,580,,,
648,648,Meloetta,,,Mythical,Normal,Psychic,2,0.6,14.3,6.5,18.1,5,100,77,77,128,128,90,600,,,
648,648.1,Meloetta,Pirouette Forme,Alternate,Mythical,Normal,Fighting,2,0.6,14.3,6.5,18.1,5,100,128,90,77,77,128,600,,,
649,649,Genesect,,,Mythical,Bug,Steel,4.917,1.5,181.9,82.5,36.7,5,71,120,95,120,95,99,600,,,
650,650,Chespin,,,,Grass,,1.333,0.4,19.8,9,56.3,6,56,61,65,48,45,38,313,651,,
651,651,Quilladin,,,,Grass,,2.333,0.7,63.9,29,59.2,6,61,78,95,56,58,57,405,652,,
652,652,Chesnaught,,,,Grass,Fighting,5.25,1.6,198.4,90,35.2,6,88,107,122,74,75,64,530,,,
653,653,Fennekin,,,,Fire,,1.333,0.4,20.7,9.4,58.8,6,40,45,40,62,60,60,307,654,,
654,654,Braixen,,,,Fire,,3.25,1,32,14.5,14.5,6,59,59,58,90,70,73,409,655,,
655,655,Delphox,,,,Fire,Psychic,4.917,1.5,86,39,17.3,6,75,69,72,114,100,104,534,,,
656,656,Froakie,,,,Water,,1,0.3,15.4,7,77.8,6,41,56,40,62,44,71,314,657,,
657,657,Frogadier,,,,Water,,2,0.6,24,10.9,30.3,6,54,63,52,83,56,97,405,658,,
658,658,Greninja,,,,Water,Dark,4.917,1.5,88.2,40,17.8,6,72,95,67,103,71,122,530,,,
658,658.1,Greninja,Ash-Greninja,Other,,Water,Dark,4.917,1.5,88.2,40,17.8,6,72,145,67,153,71,132,640,,,
659,659,Bunnelby,,,,Normal,,1.333,0.4,11,5,31.3,6,38,36,38,32,36,57,237,660,,
660,660,Diggersby,,,,Normal,Ground,3.25,1,93.5,42.4,42.4,6,85,56,77,50,77,78,423,,,
661,661,Fletchling,,,,Normal,Flying,1,0.3,3.7,1.7,18.9,6,45,50,43,40,38,62,278,662,,
662,662,Fletchinder,,,,Fire,Flying,2.333,0.7,35.3,16,32.7,6,62,73,55,56,52,84,382,663,,
663,663,Talonflame,,,,Fire,Flying,3.917,1.2,54,24.5,17,6,78,81,71,74,69,126,499,,,
664,664,Scatterbug,,,,Bug,,1,0.3,5.5,2.5,27.8,6,38,35,40,27,25,35,200,665,,
665,665,Spewpa,,,,Bug,,1,0.3,18.5,8.4,93.3,6,45,22,60,27,30,29,213,666,,
666,666,Vivillon,,,,Bug,Flying,3.917,1.2,37.5,17,11.8,6,80,52,50,90,50,89,411,,,
667,667,Litleo,,,,Fire,Normal,2,0.6,29.8,13.5,37.5,6,62,50,58,73,54,72,369,668,,
668,668,Pyroar,,,,Fire,Normal,4.917,1.5,179.7,81.5,36.2,6,86,68,72,109,66,106,507,,,
669,669,Flabebe,,,,Fairy,,0.333,0.1,0.2,0.1,10,6,44,38,39,61,79,42,303,670,,
670,670,Floette,,,,Fairy,,0.667,0.2,2,0.9,22.5,6,54,45,47,75,98,52,371,671,,
671,671,Florges,,,,Fairy,,3.583,1.1,22,10,8.3,6,78,65,68,112,154,75,552,,,
672,672,Skiddo,,,,Grass,,2.917,0.9,68.3,31,38.3,6,66,65,48,62,57,52,350,673,,
673,673,Gogoat,,,,Grass,,5.583,1.7,200.6,91,31.5,6,123,100,62,97,81,68,531,,,
674,674,Pancham,,,,Fighting,,2,0.6,17.6,8,22.2,6,67,82,62,46,48,43,348,675,,
675,675,Pangoro,,,,Fighting,Dark,6.917,2.1,299.8,136,30.8,6,95,124,78,69,71,58,495,,,
676,676,Furfrou,,,,Normal,,3.917,1.2,61.7,28,19.4,6,75,80,60,65,90,102,472,,,
677,677,Espurr,,,,Psychic,,1,0.3,7.7,3.5,38.9,6,62,48,54,63,60,68,355,"678,678.1",,
678,678,Meowstic,Male,Gender,,Psychic,,2,0.6,18.7,8.5,23.6,6,74,48,76,83,81,104,466,,,
678,678.1,Meowstic,Female,Gender,,Psychic,,2,0.6,18.7,8.5,23.6,6,74,48,76,83,81,104,466,,,
679,679,Honedge,,,,Steel,Ghost,2.583,0.8,4.4,2,3.1,6,45,80,100,35,37,28,325,680,,
680,680,Doublade,,,,Steel,Ghost,2.583,0.8,9.9,4.5,7,6,59,110,150,45,49,35,448,681,,
681,681,Aegislash,,,,Steel,Ghost,5.583,1.7,116.8,53,18.3,6,60,50,140,50,140,60,500,,,
682,682,Spritzee,,,,Fairy,,0.667,0.2,1.1,0.5,12.5,6,78,52,60,63,65,23,341,683,,
683,683,Aromatisse,,,,Fairy,,2.583,0.8,34.2,15.5,24.2,6,101,72,72,99,89,29,462,,,
684,684,Swirlix,,,,Fairy,,1.333,0.4,7.7,3.5,21.9,6,62,48,66,59,57,49,341,685,,
685,685,Slurpuff,,,,Fairy,,2.583,0.8,11,5,7.8,6,82,80,86,85,75,72,480,,,
686,686,Inkay,,,,Dark,Psychic,1.333,0.4,7.7,3.5,21.9,6,53,54,53,37,46,45,288,687,,
687,687,Malamar,,,,Dark,Psychic,4.917,1.5,103.6,47,20.9,6,86,92,88,68,75,73,482,,,
688,688,Binacle,,,,Rock,Water,1.667,0.5,68.3,31,124,6,42,52,67,39,56,50,306,689,,
689,689,Barbaracle,,,,Rock,Water,4.25,1.3,211.6,96,56.8,6,72,105,115,54,86,68,500,,,
690,690,Skrelp,,,,Poison,Water,1.667,0.5,16.1,7.3,29.2,6,50,60,60,60,60,30,320,691,,
691,691,Dragalge,,,,Poison,Dragon,5.917,1.8,179.7,81.5,25.2,6,65,75,90,97,123,44,494,,,
692,692,Clauncher,,,,Water,,1.667,0.5,18.3,8.3,33.2,6,50,53,62,58,63,44,330,693,,
693,693,Clawitzer,,,,Water,,4.25,1.3,77.8,35.3,20.9,6,71,73,88,120,89,59,500,,,
694,694,Helioptile,,,,Electric,Normal,1.667,0.5,13.2,6,24,6,44,38,33,61,43,70,289,695,,
695,695,Heliolisk,,,,Electric,Normal,3.25,1,46.3,21,21,6,62,55,52,109,94,109,481,,,
696,696,Tyrunt,,,,Rock,Dragon,2.583,0.8,57.3,26,40.6,6,58,89,77,45,45,48,362,697,,
697,697,Tyrantrum,,,,Rock,Dragon,8.167,2.5,595.2,270,43.2,6,82,121,119,69,59,71,521,,,
698,698,Amaura,,,,Rock,Ice,4.25,1.3,55.6,25.2,14.9,6,77,59,50,67,63,46,362,699,,
699,699,Aurorus,,,,Rock,Ice,8.833,2.7,496,225,30.9,6,123,77,72,99,92,58,521,,,
700,700,Sylveon,,,,Fairy,,3.25,1,51.8,23.5,23.5,6,95,65,65,110,130,60,525,,133,2
701,701,Hawlucha,,,,Fighting,Flying,2.583,0.8,47.4,21.5,33.6,6,78,92,75,74,63,118,500,,,
702,702,Dedenne,,,,Electric,Fairy,0.667,0.2,4.9,2.2,55,6,67,58,57,81,67,101,431,,,
703,703,Carbink,,,,Rock,Fairy,1,0.3,12.6,5.7,63.3,6,50,50,150,50,150,50,500,,,
704,704,Goomy,,,Pseudolegendary,Dragon,,1,0.3,6.2,2.8,31.1,6,45,50,35,55,75,40,300,"705,705.1",,
705,705,Sliggoo,,,Pseudolegendary,Dragon,,2.583,0.8,38.6,17.5,27.3,6,68,75,53,83,113,60,452,706,,
705,705.1,Sliggoo,Hisuian Sliggoo,Regional,Pseudolegendary,Steel,Dragon,2.333,0.7,151,68.5,139.8,8,58,75,83,83,113,40,452,706.1,,
706,706,Goodra,,,Pseudolegendary,Dragon,,6.583,2,331.8,150.5,37.6,6,90,100,70,110,150,80,600,,,
706,706.1,Goodra,Hisuian Goodra,Regional,Pseudolegendary,Steel,Dragon,5.583,1.7,736.6,334.1,115.6,8,80,100,100,110,150,60,600,,,
707,707,Klefki,,,,Steel,Fairy,0.667,0.2,6.6,3,75,6,57,80,91,80,87,75,470,,,
708,708,Phantump,,,,Ghost,Grass,1.333,0.4,15.4,7,43.8,6,43,70,48,50,60,38,309,709,,
709,709,Trevenant,,,,Ghost,Grass,4.917,1.5,156.5,71,31.6,6,85,110,76,65,82,56,474,,,
710,710,Pumpkaboo,,,,Ghost,Grass,1.333,0.4,11,5,31.3,6,49,66,70,44,55,51,335,711,,
710,710.1,Pumpkaboo,Small Size,Alternate,,Ghost,Grass,1,0.3,7.7,3.5,38.9,6,44,66,70,44,55,56,335,711.1,,
710,710.2,Pumpkaboo,Large Size,Alternate,,Ghost,Grass,1.667,0.5,16.5,7.5,30,6,54,66,70,44,55,46,335,711.2,,
710,710.3,Pumpkaboo,Super Size,Alternate,,Ghost,Grass,2.583,0.8,33.1,15,23.4,6,59,66,70,44,55,41,335,711.3,,
711,711,Gourgeist,,,,Ghost,Grass,2.917,0.9,27.6,12.5,15.4,6,65,90,122,58,75,84,494,,,
711,711.1,Gourgeist,Small Size,Alternate,,Ghost,Grass,2.333,0.7,20.9,9.5,19.4,6,55,85,122,58,75,99,494,,,
711,711.2,Gourgeist,Large Size,Alternate,,Ghost,Grass,3.583,1.1,30.9,14,11.6,6,75,95,122,58,75,69,494,,,
711,711.3,Gourgeist,Super Size,Alternate,,Ghost,Grass,5.583,1.7,86,39,13.5,6,85,100,122,58,75,54,494,,,
712,712,Bergmite,,,,Ice,,3.25,1,219.4,99.5,99.5,6,55,69,85,32,35,28,304,"713,713.1",,
713,713,Avalugg,,,,Ice,,6.583,2,1113.3,505,126.3,6,95,117,184,44,46,28,514,,,
713,713.1,Avalugg,Hisuian Avalugg,Regional,,Ice,Rock,4.583,1.4,578.5,262.4,133.9,8,95,127,184,34,36,38,514,,,
714,714,Noibat,,,,Flying,Dragon,1.667,0.5,17.6,8,32,6,40,30,35,45,40,55,245,715,,
715,715,Noivern,,,,Flying,Dragon,4.917,1.5,187.4,85,37.8,6,85,70,80,97,80,123,535,,,
716,716,Xerneas,,,Legendary,Fairy,,9.833,3,474,215,23.9,6,126,131,95,131,98,99,680,,,
717,717,Yveltal,,,Legendary,Dark,Flying,19,5.8,447.5,203,6,6,126,131,95,131,98,99,680,,,
718,718,Zygarde,,,Legendary,Dragon,Ground,14.75,4.5,1344.8,610,30.1,6,216,100,121,91,95,85,708,,,
718,718.1,Zygarde,50% Forme,Alternate,Legendary,Dragon,Ground,16.417,5,672.4,305,12.2,6,108,100,121,81,95,95,600,,,
718,718.2,Zygarde,10% Forme,Alternate,Legendary,Dragon,Ground,3.917,1.2,73.9,33.5,23.3,6,54,100,71,61,85,115,486,,,
719,719,Diancie,,,Mythical,Rock,Fairy,2.333,0.7,19.4,8.8,18,6,50,100,150,100,150,50,600,,719,
719,719.1,Diancie,Mega Diancie,Mega,Mega,Rock,Fairy,3.583,1.1,61.3,27.8,23,6,50,160,110,160,110,110,700,,719,
720,720,Hoopa,,,Mythical,Psychic,Ghost,1.667,0.5,19.8,9,36,6,80,110,60,150,130,70,600,,,
720,720.1,Hoopa,Hoopa Unbound,Alternate,Mythical,Psychic,Dark,21.333,6.5,1080.3,490,11.6,6,80,160,60,170,130,80,680,,,
721,721,Volcanion,,,Mythical,Fire,Water,5.583,1.7,429.9,195,67.5,6,80,110,120,130,90,70,600,,,
722,722,Rowlet,,,,Grass,Flying,1,0.3,3.3,1.5,16.7,7,68,55,55,50,50,42,320,723,,
723,723,Dartrix,,,,Grass,Flying,2.333,0.7,35.3,16,32.7,7,78,75,75,70,70,52,420,"724,724.1",,
724,724,Decidueye,,,,Grass,Ghost,5.25,1.6,80.7,36.6,14.3,7,78,107,75,100,100,70,530,,,
724,724.1,Decidueye,Hisuian Decidueye,Regional,,Grass,Fighting,5.25,1.6,81.6,37,14.5,8,88,112,80,95,95,60,530,,,
725,725,Litten,,,,Fire,,1.333,0.4,9.5,4.3,26.9,7,45,65,40,60,40,70,320,726,,
726,726,Torracat,,,,Fire,,2.333,0.7,55.1,25,51,7,65,85,50,80,50,90,420,727,,
727,727,Incineroar,,,,Fire,Dark,5.917,1.8,183,83,25.6,7,95,115,90,80,90,60,530,,,
728,728,Popplio,,,,Water,,1.333,0.4,16.5,7.5,46.9,7,50,54,54,66,56,40,320,729,,
729,729,Brionne,,,,Water,,2,0.6,38.6,17.5,48.6,7,60,69,69,91,81,50,420,730,,
730,730,Primarina,,,,Water,Fairy,5.917,1.8,97,44,13.6,7,80,74,74,126,116,60,530,,,
731,731,Pikipek,,,,Normal,Flying,1,0.3,2.6,1.2,13.3,7,35,75,30,30,30,65,265,732,,
732,732,Trumbeak,,,,Normal,Flying,2,0.6,32.6,14.8,41.1,7,55,85,50,40,50,75,355,733,,
733,733,Toucannon,,,,Normal,Flying,3.583,1.1,57.3,26,21.5,7,80,120,75,75,75,60,485,,,
734,734,Yungoos,,,,Normal,,1.333,0.4,13.2,6,37.5,7,48,70,30,30,30,45,253,735,,
735,735,Gumshoos,,,,Normal,,2.333,0.7,31.3,14.2,29,7,88,110,60,55,60,45,418,,,
736,736,Grubbin,,,,Bug,,1.333,0.4,9.7,4.4,27.5,7,47,62,45,55,45,46,300,737,,
737,737,Charjabug,,,,Bug,Electric,1.667,0.5,23.1,10.5,42,7,57,82,95,55,75,36,400,738,,
738,738,Vikavolt,,,,Bug,Electric,4.917,1.5,99.2,45,20,7,77,70,90,145,75,43,500,,,
739,739,Crabrawler,,,,Fighting,,2,0.6,15.4,7,19.4,7,47,82,57,42,47,63,338,740,,
740,740,Crabominable,,,,Fighting,Ice,5.583,1.7,396.8,180,62.3,7,97,132,77,62,67,43,478,,,
741,741,Oricorio,Baile Style,Alternate,,Fire,Flying,2,0.6,7.5,3.4,9.4,7,75,70,70,98,70,93,476,,,
741,741.1,Oricorio,Pom-Pom Style,Alternate,,Electric,Flying,2,0.6,7.5,3.4,9.4,7,75,70,70,98,70,93,476,,,
741,741.2,Oricorio,Pa'u Style,Alternate,,Psychic,Flying,2,0.6,7.5,3.4,9.4,7,75,70,70,98,70,93,476,,,
741,741.3,Oricorio,Sensu Style,Alternate,,Ghost,Flying,2,0.6,7.5,3.4,9.4,7,75,70,70,98,70,93,476,,,
742,742,Cutiefly,,,,Bug,Fairy,0.333,0.1,0.4,0.2,20,7,40,45,40,55,40,84,304,743,,
743,743,Ribombee,,,,Bug,Fairy,0.667,0.2,1.1,0.5,12.5,7,60,55,60,95,70,124,464,,,
744,744,Rockruff,,,,Rock,,1.667,0.5,20.3,9.2,36.8,7,45,65,40,30,40,60,280,"745.1,745.2,745.3",,
745,745.1,Lycanroc,Midday Form,Alternate,,Rock,,2.583,0.8,55.1,25,39.1,7,75,115,65,55,65,112,487,,,
745,745.2,Lycanroc,Midnight Form,Alternate,,Rock,,3.583,1.1,55.1,25,20.7,7,85,115,75,55,75,82,487,,,
745,745.3,Lycanroc,Dusk Form,Alternate,,Rock,,2.583,0.8,55.1,25,39.1,7,75,117,65,55,65,110,487,,,
746,746,Wishiwashi,,,,Water,,0.667,0.2,0.7,0.3,7.5,7,45,20,20,25,25,40,175,,,
746,746.1,Wishiwashi,School Form,Alternate,,Water,,26.917,8.2,173.3,78.6,1.2,7,45,140,130,140,135,30,620,,,
747,747,Mareanie,,,,Poison,Water,1.333,0.4,17.6,8,50,7,50,53,62,43,52,45,305,748,,
748,748,Toxapex,,,,Poison,Water,2.333,0.7,32,14.5,29.6,7,50,63,152,53,142,35,495,,,
